l1,l2,alignment,wordform_l1,wordform_l2,neighbour_overlap,editdistance,k,n,Concept_ID,zipf_freq_l1,zipf_freq_l2,passes_concept_filter,passes_wiki_filter,pos_gloss,semantic_domain,nel_pos,global_semantic_density_l1,global_semantic_density_l2,local_semantic_density_l1,local_semantic_density_l2
en,cy,0.1758133834878238,board,bwrdd,14.0,3,100,954,Brett::N,5.21,,True,False,Nouns,The house,N,0.1492343119518475,0.1711341402939876,142.36953360206252,163.26196984046425
en,cy,0.1767276135711911,boss,pennaeth,18.0,8,100,954,Chef::N,4.72,,True,False,Nouns,Modern world,N,0.192061917422907,0.1330208940432156,183.2270692214533,126.90193291722773
en,cy,0.1774085305806979,cap,cap,30.0,0,100,954,Mütze::N,4.53,,True,False,Nouns,Clothing and grooming,N,0.1661365347352589,0.1505831540529565,158.49425413743705,143.6563289665206
en,cy,0.1781563275906506,separate,ymwahanu,19.0,6,100,954,sich trennen::V,4.86,,True,False,Verbs,Motion,V,0.1791482569706429,0.1931327552871219,170.90743714999334,184.2486485439144
en,cy,0.178819312183405,sing,canu,30.0,3,100,954,singen::V,4.57,,True,False,Verbs,Speech and language,V,0.2124062177211496,0.190981929552978,202.6355317059767,182.1967607935411
en,cy,0.1818196824474444,mirror,drych,24.0,5,100,954,Spiegel::N,4.45,,True,False,Nouns,Clothing and grooming,N,0.1997167104911348,0.1822363766787842,190.52974180854267,173.85350335156016
en,cy,0.1841677354614928,fly,hedfan,28.0,5,100,954,fliegen::V,4.76,,True,False,Verbs,Motion,V,0.2106703915402785,0.1972440374069689,200.9795535294257,188.1708116862484
en,cy,0.1849083764956396,pike,penhwyad,22.0,7,100,954,Hecht::N,3.6,,True,False,Nouns,Animals,N,0.178876371997616,0.2892364416422149,170.64805888572567,275.9315653266731
en,cy,0.186128373377062,cloth,lliain,35.0,5,100,954,Stoff::N,3.96,,True,False,Nouns,Clothing and grooming,N,0.2129128548255973,0.2742940124605814,203.11886350361985,261.6764878873946
en,cy,0.1862851912662113,cough,pesychu,33.0,6,100,954,husten::V,3.93,,True,False,Verbs,The body,V,0.2135572617749626,0.3035036610592977,203.7336277333144,289.54249265057
en,cy,0.1875932172551688,pasture,porfa,22.0,6,100,954,Weide::N,3.41,,True,False,Nouns,Animals,N,0.1794613188462496,0.2458649329668987,171.20609817932214,234.55514605042129
en,cy,0.1905384985057852,mushroom,madarch,31.0,6,100,954,Pilz::N,3.59,,True,False,Nouns,Agriculture and vegetation,N,0.1871021243890319,0.2388825992270884,178.49542666713646,227.8939996626424
en,cy,0.1932506888457589,tip,blaen,37.0,5,100,954,Spitze::N,4.51,,True,False,Nouns,Spatial relations,N,0.1905630393923708,0.1947526704448931,181.79713958032173,185.794047604428
en,cy,0.1953008200158765,naked,noeth,28.0,4,100,954,nackt::A,4.42,,True,False,Adjectives,The body,A,0.2071032605811961,0.2056109875842426,197.5765105944611,196.15288215536745
en,cy,0.1962609841344143,endure,dioddef,28.0,6,100,954,ertragen::V,3.78,,True,False,Verbs,Basic actions and technology,V,0.2217449333165978,0.2078735209505368,211.54466638403443,198.3113389868121
en,cy,0.1968795392996637,think,meddwl,35.0,6,100,954,denken::V,6.06,,True,False,Verbs,Cognition,V,0.2428976541832775,0.2050783214491392,231.7243620908468,195.6447186624788
en,cy,0.1974535981817329,sick,gwael,23.0,5,100,954,krank::A,4.87,,True,False,Adjectives,The body,A,0.2270932504048804,0.2218765217733324,216.64696088625595,211.67020177175917
en,cy,0.1997302214949515,cheap,rhad,27.0,3,100,954,billig::A,4.57,,True,False,Adjectives,Possession,A,0.1989925950843638,0.1903061319097928,189.838935710483,181.55204984194248
en,cy,0.2005827443334764,elevation,bryn,22.0,8,100,954,Anhöhe::N,3.9,,True,False,Nouns,The physical world,N,0.1563653758937046,0.1622858031120168,149.1725686025942,154.8206561688641
en,cy,0.2008547629878267,reason,achos,25.0,5,100,954,Grund::N,5.31,,True,False,Nouns,Emotions and values,N,0.1680351711953415,0.1889449653978596,160.30555332035584,180.25349698955813
en,cy,0.2014356360093849,forehead,talcen,42.0,7,100,954,Stirn::N,3.88,,True,False,Nouns,The body,N,0.2374449411136917,0.2665901174430918,226.5224738224619,254.3269720407096
en,cy,0.2037927044473577,meadow,dôl,25.0,5,100,954,Wiese::N,3.55,,True,False,Nouns,The physical world,N,0.1832253473420224,0.2444229088840762,174.7969813642894,233.17945507540867
en,cy,0.2042223899770373,knock,taro,29.0,5,100,954,klopfen::V,4.35,,True,False,Verbs,Motion,V,0.2180190142797732,0.216426051519778,207.9901396229036,206.47045314986823
en,cy,0.205033073434598,mistake,gwall,22.0,6,100,954,Fehler::N,4.66,,True,False,Nouns,Emotions and values,N,0.2251351059864779,0.1636413690576964,214.7788911111,156.11386608104243
en,cy,0.2057635509678412,middle,canol,21.0,5,100,954,Mitte::N,5.19,,True,False,Nouns,Spatial relations,N,0.1716480597672459,0.1737484920231984,163.7522490179526,165.75606139013124
en,cy,0.2060174305300584,seesaw,siglo,22.0,5,100,954,schaukeln::V,2.43,,True,False,Verbs,Basic actions and technology,V,0.169760176147393,0.2378637763902861,161.95120804461294,226.9220426763329
en,cy,0.2064744750622524,grow,tyfu,24.0,4,100,954,wachsen::V,4.87,,True,False,Verbs,Spatial relations,V,0.2125543909590345,0.2010151813253371,202.77688897491905,191.7684829843716
en,cy,0.2095543876236521,near,agos,22.0,4,100,954,nah::A,5.28,,True,False,Adjectives,Spatial relations,A,0.1738392987925785,0.1448476707857235,165.84269104811992,138.1846779295803
en,cy,0.2107110456812518,ribbon,rhuban,32.0,3,100,954,Band::N,3.71,,True,False,Nouns,Basic actions and technology,N,0.1721013095857128,0.2311026149693517,164.1846493447701,220.47189468076152
en,cy,0.2118311776062968,shoulder,ysgwydd,31.0,7,100,954,Schulter::N,4.47,,True,False,Nouns,The body,N,0.2269319255064818,0.2664432257769589,216.49305693318368,254.1868373912189
en,cy,0.2140243329576688,sometimes,weithiau,17.0,8,100,954,manchmal::ADV,5.31,,True,False,Adverbs,Time,ADV,0.2218380341799244,0.1720333003970346,211.63348460764783,164.11976857877104
en,cy,0.2176893762446493,eagle,eryr,33.0,4,100,954,Adler::N,4.11,,True,False,Nouns,Animals,N,0.169541616469672,0.2021425304507704,161.74270211206712,192.84397405003497
en,cy,0.2184409662537761,deaf,byddar,20.0,4,100,954,taub::A,3.99,,True,False,Adjectives,The body,A,0.1609760003829556,0.213002041274785,153.5711043653397,203.2039473761449
en,cy,0.2215520227981579,leather,lledr,32.0,5,100,954,Leder::N,4.27,,True,False,Nouns,Clothing and grooming,N,0.2107862548739336,0.2489291751473409,201.0900871497327,237.47843309056327
en,cy,0.2217349094858775,thick,trwchus,35.0,5,100,954,dick[Gegenstand]::A,4.39,,True,False,Adjectives,Spatial relations,A,0.2230289668311754,0.2659046623731552,212.76963435694145,253.67304790399
en,cy,0.2224332661418237,stand,sefyll,28.0,5,100,954,stehen::V,5.11,,True,False,Verbs,Spatial relations,V,0.2207411863041566,0.1759125094465124,210.58709173416543,167.82053401197285
en,cy,0.2232940685420352,rescue,achub,29.0,5,100,954,retten::V,4.46,,True,False,Verbs,Possession,V,0.1886444273173546,0.1925194924533084,179.96678366075642,183.66359580045625
en,cy,0.2234612540065381,promise,addo,33.0,7,100,954,versprechen::V,4.71,,True,False,Verbs,Speech and language,V,0.216506176698263,0.1845206330093342,206.5468925701429,176.0326838909049
en,cy,0.224436070260196,decorate,harddu,21.0,7,100,954,schmücken::V,3.4,,True,False,Verbs,Clothing and grooming,V,0.1917375104899444,0.2138737109019429,182.91758500740693,204.0355202004536
en,cy,0.2281744156550881,heavy,trwm,27.0,5,100,954,schwer::A,4.94,,True,False,Adjectives,Sense perception,A,0.1947668299765654,0.1965510231703616,185.8075557976433,187.5096761045249
en,cy,0.2303673356125525,choose,dewis,34.0,5,100,954,wählen::V,4.93,,True,False,Verbs,Emotions and values,V,0.1991353750465702,0.1780052613799216,189.975147794428,169.81701935644526
en,cy,0.2308667435743056,improve,diwygio,29.0,7,100,954,verbessern::V,4.77,,True,False,Verbs,Basic actions and technology,V,0.190458736121879,0.1889925856317,181.69763426027265,180.2989266926417
en,cy,0.2315834069586221,hungry,newynog,16.0,7,100,954,hungrig::A,4.49,,True,False,Adjectives,Food and drink,A,0.2401717988321824,0.2380725537438308,229.1238960859021,227.12121627161457
en,cy,0.2332693228612405,dive,plymio,27.0,6,100,954,tauchen::V,4.03,,True,False,Verbs,Motion,V,0.1888273463462765,0.2566120205030417,180.14128841434783,244.8078675599018
en,cy,0.2354176701049169,melt,toddi,39.0,5,100,954,schmelzen::V,3.93,,True,False,Verbs,The physical world,V,0.2319044657717837,0.2689812190876566,221.2368603462816,256.60808300962447
en,cy,0.2369473586636364,raw,amrwd,32.0,4,100,954,roh::A,4.52,,True,False,Adjectives,Food and drink,A,0.1792359915851151,0.2474881046391397,170.99113597219988,236.1036518257393
en,cy,0.2382089505406479,beat,curo,25.0,4,100,954,schlagen::V,4.98,,True,False,Verbs,Basic actions and technology,V,0.1959145374952014,0.2220000826447197,186.90246877042216,211.78807884306264
en,cy,0.2392837186767157,grain,grawn,36.0,1,100,954,Korn::N,4.28,,True,False,Nouns,Quantity,N,0.1898993456702484,0.2211957981650316,181.16397576941708,211.02079144944008
en,cy,0.2419370850866179,moor,rhos,27.0,3,100,954,Moor::N,3.33,,True,False,Nouns,The physical world,N,0.1667247792902053,0.1702118391303242,159.0554394428559,162.38209453032937
en,cy,0.244605321955136,grey,llwyd,26.0,4,100,954,grau::A,4.46,,True,False,Adjectives,Sense perception,A,0.1770456010205319,0.1987926777156362,168.90150337358745,189.64821454071705
en,cy,0.2462857151419248,wing,adain,33.0,4,100,954,Flügel::N,4.58,,True,False,Nouns,The body,N,0.1519872514993921,0.1809329241085537,144.99583793042012,172.6100095995602
en,cy,0.2478405499717813,seem,ymddangos,24.0,9,100,954,scheinen::V,5.07,,True,False,Verbs,Cognition,V,0.2294576790210534,0.1916103221894728,218.90262578608497,182.7962473687571
en,cy,0.2488512126104638,arm,braich,24.0,5,100,954,Arm::N,4.73,,True,False,Nouns,The body,N,0.1745460068209774,0.2178407347728884,166.51689050721242,207.8200609733356
en,cy,0.2491677174903978,poor,tlawd,25.0,5,100,954,arm::A,5.11,,True,False,Adjectives,Possession,A,0.1938837907278977,0.2235034659741826,184.96513635441443,213.22230653937007
en,cy,0.2510861085107762,grief,galar,25.0,4,100,954,Kummer::N,4.01,,True,False,Nouns,Emotions and values,N,0.2247082676647332,0.2173304196428804,214.3716873521556,207.3332203393079
en,cy,0.2520466235006544,disturb,aflonyddu,27.0,9,100,954,stören::V,3.62,,True,False,Verbs,Emotions and values,V,0.2275624241450161,0.2589225237386849,217.0945526343454,247.01208764670545
en,cy,0.2525873828906062,annoy,cythruddo,26.0,9,100,954,ärgern::V,3.45,,True,False,Verbs,Emotions and values,V,0.2215141324339566,0.295483959118932,211.32448234199447,281.89169699946115
en,cy,0.2527050631824598,nape,gwegil,36.0,6,100,954,Genick::N,2.62,,True,False,Nouns,The body,N,0.188524865833069,0.3346958478482861,179.85272200474785,319.29983884726494
en,cy,0.2541538404377819,remember,cofio,30.0,8,100,954,sich erinnern an::V,5.36,,True,False,Verbs,Cognition,V,0.2386989968209075,0.216313548213612,227.7188429671457,206.36312499578585
en,cy,0.254158924703379,together,ynghyd,20.0,6,100,954,zusammen::ADV,5.45,,True,False,Adverbs,Spatial relations,ADV,0.1877583170938716,0.1409592509233466,179.12143450755352,134.47512538087273
en,cy,0.2548337501540747,hill,bryn,28.0,4,100,954,Hügel::N,4.77,,True,False,Nouns,The physical world,N,0.1816851994548196,0.1622858031120168,173.32768027989792,154.8206561688641
en,cy,0.2569288402625476,iron,haearn,29.0,5,100,954,Eisen::N,4.73,,True,False,Nouns,Basic actions and technology,N,0.1747075997029332,0.1651209146075286,166.67105011659828,157.52535253558236
en,cy,0.2582896828850176,mend,trwsio,26.0,6,100,954,reparieren::V,3.27,,True,False,Verbs,Basic actions and technology,V,0.2068008507378848,0.2411183548769704,197.28801160394204,230.0269105526297
en,cy,0.2592462112264489,prepare,paratoi,32.0,6,100,954,vorbereiten::V,4.55,,True,False,Verbs,Basic actions and technology,V,0.1917738272879749,0.2123149969675232,182.95223123272808,202.5485071070172
en,cy,0.2592524087509329,thigh,clun,30.0,5,100,954,Oberschenkel::N,3.72,,True,False,Nouns,The body,N,0.2100271471659107,0.201822896686322,200.36589839627885,192.5390434387512
en,cy,0.2593486563522768,fall,cwympo,20.0,6,100,954,fallen::V,5.13,,True,False,Verbs,Motion,V,0.2059362401510768,0.2364443297491896,196.4631731041273,225.5678905807269
en,cy,0.2610174938452615,fever,twymyn,32.0,6,100,954,Fieber::N,4.22,,True,False,Nouns,The body,N,0.1826210759793033,0.2594302995898663,174.22050648425534,247.49650580873245
en,cy,0.2617633922283391,sink,suddo,33.0,4,100,954,versinken::V,4.15,,True,False,Verbs,Basic actions and technology,V,0.2206876800880301,0.2287986148337886,210.53604680398075,218.2738785514344
en,cy,0.2628127877705882,hear,clywed,30.0,6,100,954,hören::V,5.21,,True,False,Verbs,Sense perception,V,0.239187049009936,0.2318255942664493,228.1844447554789,221.16161693019265
en,cy,0.2640418075041361,thin,tenau,36.0,4,100,954,dünn::A,4.43,,True,False,Adjectives,Spatial relations,A,0.222273319671698,0.2483192514467898,212.0487469668,236.8965658802376
en,cy,0.2643126125467353,steal,lladrata,23.0,7,100,954,stehlen::V,4.43,,True,False,Verbs,Basic actions and technology,V,0.2289819562533717,0.2135038440870568,218.4487862657166,203.6826672590521
en,cy,0.2688339908452473,leaf,deilen,40.0,5,100,954,Blatt::N,4.17,,True,False,Nouns,Agriculture and vegetation,N,0.1854748149241676,0.2183544007789526,176.94297343765584,208.3100983431208
en,cy,0.2707867542344834,nest,nyth,36.0,3,100,954,Nest::N,4.06,,True,False,Nouns,Animals,N,0.1987548648261976,0.2281583349790444,189.61214104419255,217.66305157000832
en,cy,0.2707962654829001,shove,gwthio,24.0,6,100,954,stoßen::V,3.62,,True,False,Verbs,Motion,V,0.2416805162630558,0.2720343367263028,230.5632125149553,259.5207572368929
en,cy,0.2732361003918039,cook,coginio,29.0,5,100,954,zubereiten::V,4.63,,True,False,Verbs,Food and drink,V,0.1878056982627526,0.2426286611634096,179.16663614266602,231.4677427498927
en,cy,0.277575526848175,bright,disglair,33.0,7,100,954,hell::A,4.57,,True,False,Adjectives,Sense perception,A,0.231149871078841,0.2165954566275406,220.5169770092144,206.6320656226738
en,cy,0.2806699900175059,cup,cwpan,20.0,3,100,954,Tasse::N,5.11,,True,False,Nouns,Food and drink,N,0.1480112541588978,0.1723737036171491,141.2027364675886,164.44451325076028
en,cy,0.2835164576869996,sway,siglo,10.0,4,100,954,schwanken::V,3.61,,True,False,Verbs,Motion,V,0.201079301636711,0.2378637763902861,191.82965376142243,226.9220426763329
en,cy,0.2835344186794195,watch,gwylio,25.0,5,100,954,ansehen::V,5.31,,True,False,Verbs,Basic actions and technology,V,0.2027301366455821,0.1960993848371658,193.4045503598853,187.07881313465612
en,cy,0.2890960922363925,thaw,toddi,28.0,4,100,954,tauen::V,3.19,,True,False,Verbs,Basic actions and technology,V,0.1872418247179424,0.2689812190876566,178.62870078091703,256.60808300962447
en,cy,0.2900712249012229,urge,annog,32.0,5,100,954,antreiben::V,4.14,,True,False,Verbs,Emotions and values,V,0.2133743860810199,0.17459576134994,203.5591643212931,166.56435632784277
en,cy,0.290607478959877,stream,ffrydio,22.0,6,100,954,strömen::V,4.6,,True,False,Verbs,Spatial relations,V,0.1720989036690928,0.2343975831665079,164.1823541003145,223.61529434084855
en,cy,0.2914605132290668,spirit,ysbryd,31.0,5,100,954,Geist::N,4.86,,True,False,Nouns,Emotions and values,N,0.196721323385529,0.2067002460815513,187.6721425097947,197.1920347618
en,cy,0.2919607078259283,burn,llosgi,47.0,6,100,954,brennen::V,4.54,,True,False,Verbs,The physical world,V,0.2172966663202453,0.2186860256275512,207.3010196695141,208.62646844868388
en,cy,0.2950731623551606,fingernail,ewin,23.0,8,100,954,Fingernagel::N,2.77,,True,False,Nouns,The body,N,0.2324686890357714,0.2344616994405916,221.775129340126,223.6764612663244
en,cy,0.2977709009157014,hunt,hela,32.0,3,100,954,jagen::V,4.47,,True,False,Verbs,Basic actions and technology,V,0.1969713996527487,0.2130827463447294,187.91071526872227,203.2809400128719
en,cy,0.3018241721584544,shovel,rhaw,22.0,5,100,954,Schaufel::N,3.45,,True,False,Nouns,Agriculture and vegetation,N,0.235930453318769,0.2381403384795574,225.0776524661056,227.1858829094978
en,cy,0.302468426619531,meet,cwrdd,18.0,5,100,954,treffen::V,5.29,,True,False,Verbs,Social and political relations,V,0.1818501072832234,0.1744922917261092,173.48500234819508,166.46564630670818
en,cy,0.305546517650811,clever,deallus,37.0,7,100,954,klug::A,4.18,,True,False,Adjectives,Emotions and values,A,0.225379471101524,0.1812277617221082,215.01201543085392,172.89128468289132
en,cy,0.3058901230630197,gun,dryll,19.0,5,100,954,Gewehr::N,4.92,,True,False,Nouns,Basic actions and technology,N,0.1837078980630353,0.2142094061915365,175.2573347521357,204.35577350672585
en,cy,0.3085602936213449,rule,llywodraethu,27.0,11,100,954,beherrschen::V,5.0,,True,False,Verbs,Social and political relations,V,0.1259522542215153,0.1866177580161131,120.1584505273256,178.0333411473719
en,cy,0.3086563022873043,hinder,rhwystro,33.0,6,100,954,behindern::V,3.47,,True,False,Verbs,The physical world,V,0.1963760638708808,0.2423291593144655,187.34276493282027,231.1820179860001
en,cy,0.3125386167105331,stroke,trawiad,26.0,6,100,954,Strich::N,4.24,,True,False,Nouns,Modern world,N,0.1645060973850902,0.1866492122733,156.93881690537606,178.06334850872818
en,cy,0.3178586381185156,listen,gwrando,42.0,7,100,954,zuhören::V,5.02,,True,False,Verbs,Sense perception,V,0.224874956871384,0.2126197850186717,214.53070885530045,202.8392749078129
en,cy,0.3182370963266789,understand,deall,46.0,7,100,954,verstehen::V,5.35,,True,False,Verbs,Cognition,V,0.2295868926275591,0.2110645936643716,219.02589556669136,201.3556223558107
en,cy,0.3183822140581023,select,dethol,25.0,5,100,954,auswählen::V,4.48,,True,False,Verbs,Emotions and values,V,0.1605514474976404,0.1386343766896258,153.1660809127489,132.25719536190303
en,cy,0.3185662275484042,duck,hwyad,31.0,5,100,954,Ente::N,4.23,,True,False,Nouns,Animals,N,0.1806570547255888,0.2666348909622005,172.34683020821174,254.36968597793927
en,cy,0.3227616261825436,escape,dianc,36.0,5,100,954,flüchten::V,4.66,,True,False,Verbs,Basic actions and technology,V,0.2143263626707259,0.2305508251245512,204.46734998787252,219.94548716882176
en,cy,0.3241328808683584,notice,sylwi,37.0,6,100,954,bemerken::V,4.92,,True,False,Verbs,Basic actions and technology,V,0.1793246189404845,0.2277177565862393,171.07568646922226,217.2427397832724
en,cy,0.3259956584868687,hot,poeth,37.0,3,100,954,heiß::A,5.1,,True,False,Adjectives,Sense perception,A,0.193657993955502,0.219276309751766,184.7497262335489,209.1895995031849
en,cy,0.329630418280775,stomach,stumog,40.0,4,100,954,Magen::N,4.42,,True,False,Nouns,The body,N,0.2269917508241233,0.2659468931120886,216.5501302862136,253.71333602893253
en,cy,0.3332629375646233,bridge,pont,35.0,6,100,954,Brücke::N,4.75,,True,False,Nouns,Motion,N,0.160093369620758,0.1442948588242416,152.7290746182032,137.6572953183265
en,cy,0.334266055161155,narrow,cul,24.0,6,100,954,schmal::A,4.39,,True,False,Adjectives,Spatial relations,A,0.1803763091485124,0.1928366031261667,172.07899892768089,183.96611938236305
en,cy,0.3366379381346582,start,dechrau,32.0,6,100,954,anfangen::V,5.52,,True,False,Verbs,Time,V,0.1961531406129004,0.19740630089663,187.13009614470693,188.32561105538505
en,cy,0.3376932177327826,climb,dringo,24.0,5,100,954,klettern::V,4.27,,True,False,Verbs,Motion,V,0.1946709255025232,0.1840117772812745,185.7160629294073,175.54723552633587
en,cy,0.3396318540861154,push,gwthio,26.0,5,100,954,schieben::V,4.76,,True,False,Verbs,Motion,V,0.2273781504860589,0.2720343367263028,216.91875556370024,259.5207572368929
en,cy,0.3443702095135774,mind,meddwl,40.0,4,100,954,Verstand::N,5.44,,True,False,Nouns,Cognition,N,0.2325455234708767,0.2050783214491392,221.8484293912164,195.6447186624788
en,cy,0.3485255458577091,ripen,aeddfedu,34.0,7,100,954,reifen::V,2.64,,True,False,Verbs,Food and drink,V,0.1929588729225436,0.2907869587194152,184.08276476810656,277.4107586183221
en,cy,0.3491276465757409,coal,glo,26.0,4,100,954,Kohle::N,4.48,,True,False,Nouns,The physical world,N,0.1639963568453594,0.1679929462074326,156.45252443047286,160.26527068189077
en,cy,0.357367330664766,dye,lliwio,34.0,6,100,954,färben::V,3.75,,True,False,Verbs,Clothing and grooming,V,0.1851074057266758,0.2606110325196761,176.59246506324868,248.6229250237711
en,cy,0.358056677189614,cove,bae,35.0,3,100,954,Bucht::N,3.58,,True,False,Nouns,The physical world,N,0.1660971581726597,0.1653561904605039,158.45668889671742,157.7498056993208
en,cy,0.3619138730408128,breathe,anadlu,26.0,6,100,954,atmen::V,4.27,,True,False,Verbs,The body,V,0.2350380953335797,0.2571997160257461,224.2263429482351,245.36852908856187
en,cy,0.3642856549622188,believe,credu,39.0,6,100,954,glauben::V,5.48,,True,False,Verbs,Cognition,V,0.2319895183646114,0.1917631120905716,221.31800051983933,182.9420089344053
en,cy,0.3648550254050257,assemble,casglu,20.0,6,100,954,sich versammeln::V,3.66,,True,False,Verbs,Social and political relations,V,0.1859862372568219,0.204394417794782,177.43087034300808,194.992274576222
en,cy,0.3663571026768646,chat,sgwrsio,33.0,7,100,954,sich unterhalten::V,4.39,,True,False,Verbs,Basic actions and technology,V,0.1679343805465918,0.2361166206083785,160.2093990414486,225.2552560603931
en,cy,0.3674899143108286,translate,cyfieithu,36.0,9,100,954,übersetzen::V,3.97,,True,False,Verbs,Basic actions and technology,V,0.1823513064692475,0.1623398369240427,173.96314637166213,154.8722044255368
en,cy,0.3694505429368409,hunger,newyn,30.0,6,100,954,Hunger::N,4.21,,True,False,Nouns,Food and drink,N,0.1799842200117646,0.1978037419514078,171.70494589122342,188.70476982164303
en,cy,0.3706591357873811,connect,cysylltu,32.0,6,100,954,verbinden::V,4.39,,True,False,Verbs,Motion,V,0.1605231585021495,0.1527936960076978,153.13909321105064,145.76518599134374
en,cy,0.3714804518733148,parents,rhieni,36.0,5,100,954,Eltern::N,5.21,,True,False,Nouns,Kinship,N,0.1792563223108261,0.2056971681400164,171.01053148452812,196.23509840557568
en,cy,0.3715641700835368,aged,oedrannus,13.0,8,100,954,alt[Lebewesen]::A,4.46,,True,False,Adjectives,Time,A,0.1620369580943689,0.2126964022793869,154.58325802202802,202.9123677745351
en,cy,0.371788682750529,unite,cyfuno,21.0,6,100,954,vereinigen::V,3.91,,True,False,Verbs,Spatial relations,V,0.1795928167693564,0.168323632292543,171.33154719796602,160.58074520708598
en,cy,0.37250948165565,rot,pydru,16.0,5,100,954,faulen::V,3.61,,True,False,Verbs,Food and drink,V,0.1648654183169531,0.3365085724613072,157.28160907437334,321.0291781280871
en,cy,0.3727445480288276,noon,nawn,17.0,2,100,954,Mittag::N,4.11,,True,False,Nouns,Time,N,0.1794307971329417,0.2272055555883645,171.17698046482644,216.7541000312997
en,cy,0.3761461178040031,ice,iâ,37.0,2,100,954,Eis::N,5.02,,True,False,Nouns,The physical world,N,0.1748103456255099,0.1661339411089625,166.76906972673652,158.49177981795026
en,cy,0.3774105812693745,yellow,melyn,39.0,4,100,954,gelb::A,4.66,,True,False,Adjectives,Sense perception,A,0.1932760241552792,0.2097362629717363,184.38532704413632,200.08839487503644
en,cy,0.3775545253877459,increase,cynyddu,36.0,8,100,954,zunehmen::V,5.09,,True,False,Verbs,Basic actions and technology,V,0.1760924231205815,0.2151821599094116,167.99217165703476,205.28378055357865
en,cy,0.3784630093964583,birch,bedwen,34.0,5,100,954,Birke::N,3.45,,True,False,Nouns,Agriculture and vegetation,N,0.1763904024821644,0.2188195624804392,168.2764439679849,208.7538626063389
en,cy,0.3808588062794627,invite,gwahodd,52.0,7,100,954,einladen::V,4.34,,True,False,Verbs,Social and political relations,V,0.190462809503491,0.1712541784321708,181.7015202663304,163.376486224291
en,cy,0.3850775513369617,lake,llyn,33.0,3,100,954,See::N,4.82,,True,False,Nouns,The physical world,N,0.165468895524853,0.1671518455293337,157.8573263307098,159.4628606349844
en,cy,0.386960313388541,owl,tylluan,43.0,6,100,954,Eule::N,3.8,,True,False,Nouns,Animals,N,0.1740981894205732,0.2175837090291043,166.0896727072269,207.57485841376555
en,cy,0.3880423302142998,lose,colli,39.0,4,100,954,verlieren::V,5.05,,True,False,Verbs,Basic actions and technology,V,0.2265331660671966,0.1854415078812357,216.1126404281056,176.9111985186989
en,cy,0.3897272821460028,depart,ymadael,28.0,6,100,954,abfahren::V,3.72,,True,False,Verbs,Motion,V,0.1833584756370408,0.2022972373854692,174.9239857577369,192.9915644657376
en,cy,0.3929745400917917,sew,gwnïo,34.0,5,100,954,nähen::V,3.38,,True,False,Verbs,Clothing and grooming,V,0.2043073892339364,0.2858505997703753,194.9092493291753,272.701472180938
en,cy,0.3945842268430745,star,seren,31.0,4,100,954,Stern::N,5.11,,True,False,Nouns,The physical world,N,0.1630382153394437,0.1484982466820734,155.5384574338293,141.66732733469803
en,cy,0.3979937004582441,sheep,dafad,43.0,5,100,954,Schaf::N,4.22,,True,False,Nouns,Animals,N,0.1937049716144615,0.2143261822305077,184.79454292019628,204.4671778479044
en,cy,0.3999890210497122,wool,gwlân,43.0,4,100,954,Wolle::N,3.86,,True,False,Nouns,Clothing and grooming,N,0.1922981791744402,0.2382546074319679,183.45246293241595,227.29489549009745
en,cy,0.4001018761480577,spade,rhaw,18.0,4,100,954,Spaten::N,3.32,,True,False,Nouns,Agriculture and vegetation,N,0.2094124642626039,0.2381403384795574,199.77949090652425,227.1858829094978
en,cy,0.4024203388909797,begin,cychwyn,28.0,6,100,954,beginnen::V,4.87,,True,False,Verbs,Time,V,0.2074845084940072,0.172027990415784,197.94022110328285,164.11470285665797
en,cy,0.4071607240807381,willow,helygen,38.0,6,100,954,Weide[Baum]::N,3.61,,True,False,Nouns,Agriculture and vegetation,N,0.2060398520662213,0.222808056342286,196.5620188711752,212.55888575054087
en,cy,0.4088416850891552,instruct,hyfforddi,24.0,8,100,954,unterrichten::V,3.36,,True,False,Verbs,Cognition,V,0.1880216923801405,0.1716404958964388,179.37269453065403,163.7450330852026
en,cy,0.4114298980518832,laughter,chwerthin,31.0,8,100,954,Gelächter::N,4.09,,True,False,Nouns,Emotions and values,N,0.2332855408429778,0.2473156616564518,222.55440596420087,235.9391412202551
en,cy,0.4163912777340271,dark,tywyll,33.0,6,100,954,dunkel::A,5.03,,True,False,Adjectives,Sense perception,A,0.2240219181438704,0.214424211193519,213.7169099092524,204.5606974786172
en,cy,0.4281730610630336,game,chwarae,17.0,5,100,954,Spiel::N,5.7,,True,False,Nouns,Social and political relations,N,0.1813355028012299,0.1721515965460107,172.9940696723733,164.23262310489426
en,cy,0.4297401413052182,wet,gwlyb,42.0,4,100,954,nass::A,4.5,,True,False,Adjectives,Sense perception,A,0.2091116315616854,0.2315669437386113,199.4924965098479,220.9148643266352
en,cy,0.4323024949578711,frost,rhew,36.0,4,100,954,Frost::N,3.94,,True,False,Nouns,Sense perception,N,0.1977451652665866,0.2330897856070796,188.6488876643237,222.367655469154
en,cy,0.4330288668276725,boil,berwi,34.0,4,100,954,sieden::V,3.8,,True,False,Verbs,Food and drink,V,0.2317125557961068,0.2589447062887289,221.05377822948583,247.03324979944747
